encoder,family,granularity,notebook,augmentation,target,seed,model_name,cv_rmse,is_selected,encoder_model,search,config_json,logged_at
E5_E5SMALL_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold1_epoch6,5.346042,False,intfloat/multilingual-e5-small,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:45:26
E5_E5SMALL_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold2_epoch3,4.431517,False,intfloat/multilingual-e5-small,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:45:26
E5_E5SMALL_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold3_epoch5,6.447888,False,intfloat/multilingual-e5-small,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:45:26
E5_E5SMALL_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold4_epoch5,5.377104,False,intfloat/multilingual-e5-small,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:45:26
E5_E5SMALL_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold5_epoch3,4.93046,False,intfloat/multilingual-e5-small,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:45:26
E5_E5SMALL_FT,fine-tuning-cv,question,05,augmented,GAD7,42,fold1_epoch5,5.011827,False,intfloat/multilingual-e5-small,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:48:52
E5_E5SMALL_FT,fine-tuning-cv,question,05,augmented,GAD7,42,fold2_epoch3,4.027293,False,intfloat/multilingual-e5-small,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:48:52
E5_E5SMALL_FT,fine-tuning-cv,question,05,augmented,GAD7,42,fold3_epoch1,5.318676,False,intfloat/multilingual-e5-small,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:48:52
E5_E5SMALL_FT,fine-tuning-cv,question,05,augmented,GAD7,42,fold4_epoch4,4.507528,False,intfloat/multilingual-e5-small,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:48:52
E5_E5SMALL_FT,fine-tuning-cv,question,05,augmented,GAD7,42,fold5_epoch3,3.831624,False,intfloat/multilingual-e5-small,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:48:52
E5_E5BASE_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold1_epoch2,5.091814,False,intfloat/multilingual-e5-base,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:55:58
E5_E5BASE_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold2_epoch2,4.757291,False,intfloat/multilingual-e5-base,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:55:58
E5_E5BASE_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold3_epoch2,5.925293,False,intfloat/multilingual-e5-base,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:55:58
E5_E5BASE_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold4_epoch4,5.422315,False,intfloat/multilingual-e5-base,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:55:58
E5_E5BASE_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold5_epoch3,4.910197,False,intfloat/multilingual-e5-base,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T13:55:58
E5_E5BASE_FT,fine-tuning-cv,question,05,augmented,GAD7,42,fold1_epoch2,4.69448,False,intfloat/multilingual-e5-base,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T14:02:45
E5_E5BASE_FT,fine-tuning-cv,question,05,augmented,GAD7,42,fold2_epoch2,4.034416,False,intfloat/multilingual-e5-base,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T14:02:45
E5_E5BASE_FT,fine-tuning-cv,question,05,augmented,GAD7,42,fold3_epoch2,5.072696,False,intfloat/multilingual-e5-base,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T14:02:45
E5_E5BASE_FT,fine-tuning-cv,question,05,augmented,GAD7,42,fold4_epoch2,4.209831,False,intfloat/multilingual-e5-base,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T14:02:45
E5_E5BASE_FT,fine-tuning-cv,question,05,augmented,GAD7,42,fold5_epoch3,4.142861,False,intfloat/multilingual-e5-base,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T14:02:45
E5_BETO_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold1_epoch6,4.724647,False,dccuchile/bert-base-spanish-wwm-cased,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T14:08:57
E5_BETO_FT,fine-tuning-cv,question,05,augmented,PHQ9,42,fold2_epoch2,4.850412,False,dccuchile/bert-base-spanish-wwm-cased,finetuned_cv,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""n_cv_splits"": 5, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T14:08:57
